mass,year,mint,condition
2.72,1991,1,1
3.04,1975,1,1
3.12,1964,3,1
2.79,1997,1,1
3.31,1975,4,1
3.21,1974,3,1
3.21,1968,4,1
2.7,1989,1,2
2.69,1992,4,2
3.14,1968,4,1
3.05,1967,2,2
3.09,1966,2,1
2.39,1985,4,2
3.15,1980,2,1
2.39,2017,2,1
2.65,2019,2,1
3.2,1962,2,2
2.64,2018,1,2
2.63,2016,3,2
2.57,1986,2,1
2.59,1986,4,2
2.65,2012,1,2
2.79,1983,3,1
2.88,1970,3,2
2.93,1970,3,2
2.63,2012,1,2
3.02,1978,2,1
3.15,1978,2,2
2.46,1999,2,1
3.16,1971,4,2
2.62,1989,3,2
2.94,1966,3,2
2.21,2000,2,1
3,1973,3,2
2.94,1975,3,1
3.16,1969,3,2
3.23,1963,4,1
2.62,2009,3,2
2.77,2012,2,2
3.26,1981,2,2
3.04,1969,4,2
3.09,1980,4,1
3.13,1973,3,2
3.04,1964,1,2
2.99,1965,2,1
2.58,1999,1,2
2.75,1996,2,1
3.43,1967,3,1
2.95,1971,3,2
3.18,1976,2,1
3.17,1977,4,2
3.06,1980,4,1
2.64,1997,4,1
2.69,2005,4,2
2.64,2005,1,2
2.64,2013,4,2
2.58,2005,1,2
2.83,1978,1,2
3.05,1961,2,2
3.14,1982,4,2
2.52,2016,1,1
3.02,1965,2,1
2.94,1961,3,2
2.94,1975,4,1
2.61,1993,3,2
2.96,1964,3,2
3.07,1972,2,2
2.91,1962,3,2
3.34,1973,1,1
3.15,1973,2,1
2.72,2015,2,1
2.91,1971,3,1
2.99,1964,4,1
3.2,1979,2,1
3.09,1967,1,2
2.63,1985,1,1
2.45,2001,1,1
3.13,1970,2,1
2.86,1975,4,2
2.43,1994,3,2
3.31,1966,4,2
3.07,1972,3,1
3.1,1963,4,2
2.51,1990,1,2
2.41,2016,3,2
3.15,1982,4,1
3.13,1964,3,1
2.63,1986,4,1
3.11,1974,1,1
2.87,1964,2,2
3.23,1962,4,1
2.61,2018,3,1
3.21,1972,2,1
2.78,1992,2,2
3.11,1966,2,1
2.91,1974,4,1
2.96,1975,3,1
2.81,1976,3,1
2.42,2020,3,2
2.48,2007,4,1
2.56,2020,2,2
3.05,1967,4,1
2.5,2011,3,2
2.74,1989,2,2
2.89,1977,4,2
3.29,1975,1,2
2.46,2018,1,2
3.23,1973,4,1
2.94,1970,4,2
3.14,1966,1,2
2.31,1993,4,1
2.78,2007,4,1
3.17,1975,3,2
2.4,1982,3,1
2.61,1983,2,1
3.41,1965,3,2
3.01,1967,2,1
2.96,1976,1,1
2.71,1994,4,2
2.78,1999,1,1
2.69,2008,3,1
3.35,1960,3,2
2.91,1974,3,1
2.93,1978,4,2
2.53,2006,1,1
3.04,1979,2,2
3.11,1980,2,2
3.15,1980,4,2
3.11,1980,2,1
3.28,1974,3,1
2.73,1989,4,2
2.79,2013,1,1
3.04,1982,1,1
3.07,1970,4,1
2.84,1968,4,2
3.25,1962,4,2
2.68,1987,1,2
2.5,1991,3,1
2.78,2016,1,1
3.08,1975,1,2
2.82,1971,1,1
3.09,1968,3,2
2.83,1969,1,2
3.12,1971,1,2
2.3,2014,3,2
3.23,1978,1,2
2.85,1970,1,1
2.61,2000,4,2
3.21,1962,1,1
2.47,1999,4,1
2.9,1969,3,1
2.99,1977,3,2
3.36,1966,1,1
2.85,1962,1,1
3.08,1982,3,2
3.11,1964,3,1
2.58,1982,3,2
3.37,1973,2,2
2.72,1985,4,1
3.33,1963,4,2
2.39,1993,1,2
2.3,1998,4,2
2.94,1965,4,2
3.04,1968,4,1
2.73,2003,1,1
3.3,1981,4,1
3.08,1963,1,1
2.75,1996,2,1
2.7,2001,3,1
3.01,1965,2,1
2.52,2006,1,2
2.74,2015,1,1
2.75,1987,4,2
2.63,2009,3,2
3.09,1967,2,1
2.4,2015,1,1
2.62,2000,4,2
3.11,1980,2,1
2.61,1982,1,2
3.02,1960,3,1
2.81,1967,3,1
2.52,1997,2,1
2.68,2010,3,2
2.98,1966,2,2
3.1,1968,2,1
3.21,1960,4,2
2.89,1962,2,2
2.91,1973,2,1
2.27,2010,1,1
3.29,1964,4,1
3.37,1977,3,1
2.77,2010,1,2
2.77,2020,1,2
2.57,2020,2,2
2.58,2007,3,2
2.97,1968,4,1
2.59,1991,3,1
2.54,2002,1,2
2.89,1963,3,1
3.04,1975,2,1
3.01,1971,4,1
3.09,1965,3,2
2.58,1996,3,1
2.37,2017,3,1
2.66,2004,4,2
3.17,1980,3,2
3.05,1963,2,2
3.26,1980,3,1
2.37,2014,3,2
3.06,1977,1,1
2.3,1982,3,2
2.98,1962,1,2
2.53,1984,3,1
2.46,1993,4,1
2.73,2003,3,1
3.13,1960,3,2
3.07,1979,3,2
2.76,2003,3,2
2.82,1971,2,2
3,1977,2,2
3.17,1976,3,1
3.14,1968,4,2
3.46,1964,4,2
2.59,2020,1,1
3.03,1980,2,1
2.55,1990,2,2
3.13,1979,3,1
3.02,1980,4,1
3.22,1969,3,2
2.85,1964,2,1
2.58,2002,2,1
3.15,1979,3,2
3.34,1977,2,2
2.64,2000,2,2
3.13,1963,3,1
3.1,1966,4,1
2.48,2010,1,1
2.27,1982,1,2
2.96,1975,1,1
3.12,1980,1,2
2.78,2012,4,2
3.14,1967,1,2
3.04,1967,4,1
2.88,1978,4,1
2.72,2006,4,2
2.97,1973,1,1
3.13,1974,3,1
3.14,1973,2,2
2.53,1996,2,1
2.91,1972,1,1
2.92,1969,3,1
2.96,1981,3,1
2.3,2011,2,1
2.96,1961,4,2
2.7,1988,1,1
2.71,1991,2,2
2.77,1982,4,1
2.87,1974,1,2
2.57,2015,3,2
2.54,2014,3,1
2.64,2010,2,1
2.73,1990,1,2
2.64,2017,3,2
2.54,2013,4,1
3.2,1980,3,2
2.85,1974,4,1
3.23,1969,4,1
3.24,1965,4,2
3.08,1964,1,2
3.22,1966,4,2
2.48,2004,3,1
3.09,1961,1,1
2.76,1998,2,2
2.88,1971,4,2
2.33,1994,4,2
3.15,1965,1,1
2.4,1995,4,2
2.59,2014,1,2
2.62,1985,2,1
2.97,1968,1,2
2.67,1992,4,2
2.46,2010,4,1
2.58,2001,3,1
2.51,2003,4,2
2.72,2018,1,1
2.7,1983,3,2
3.03,1966,4,1
2.93,1982,4,2
3.02,1961,4,2
2.9,1971,1,2
3.14,1974,3,2
2.48,1992,4,1
2.58,1993,3,2
2.53,2014,1,2
3.17,1969,1,2
2.92,1980,2,1
2.6,2002,4,1
2.56,2013,2,2
3,1967,1,1
2.86,1963,3,2
2.86,1978,3,1
3.15,1971,2,2
3.12,1975,4,2
2.93,1981,1,2
2.72,2001,1,2
2.37,2008,1,1
3.03,1981,2,2
2.91,1976,4,2
2.52,2006,2,1
3.22,1968,4,2
2.81,1962,4,2
3.12,1974,4,2
2.91,1977,2,1
3.42,1960,4,1
2.9,1967,3,2
3.01,1979,4,1
2.92,1960,3,2
2.22,2002,2,1
3.16,1969,4,1
2.86,1965,2,2
3.07,1964,2,1
2.82,1962,4,2
2.85,1961,4,2
2.13,2007,2,1
2.95,1967,1,2
3.37,1960,4,1
2.88,1978,3,1
3.12,1962,1,1
2.57,2007,4,1
2.9,1962,3,2
2.64,2019,4,2
3.14,1977,2,2
2.66,1988,1,1
2.83,1978,3,2
2.94,1977,4,2
3.28,1981,1,2
2.38,2004,4,2
2.95,1981,3,2
3.15,1967,2,1
3.24,1967,4,1
2.79,1983,1,1
3.21,1965,3,2
3.22,1968,2,2
2.99,1968,2,1
2.95,1972,2,1
2.89,1982,1,2
3.11,1973,3,2
3.01,1969,1,2
2.78,1989,2,2
2.79,1993,1,2
2.7,2001,3,2
2.83,1962,4,2
2.64,1986,2,1
3.12,1964,1,2
2.56,2013,1,1
3.14,1976,1,2
3.42,1978,4,1
3.09,1971,3,1
2.6,2002,1,2
2.44,1983,1,2
3.1,1966,3,1
2.77,2017,2,1
2.97,1964,4,2
2.42,1988,3,1
3.37,1974,4,1
2.7,1985,3,2
2.73,2002,4,2
2.9,1980,4,2
3.16,1960,2,2
2.58,2008,3,1
3.21,1965,3,2
3.21,1977,2,2
3.34,1977,4,1
2.94,1972,2,1
2.87,1970,3,2
2.98,1981,1,1
2.43,1998,1,2
3.2,1970,4,1
3.03,1966,4,1
3.04,1960,1,1
3.02,1964,3,2
3.23,1979,2,2
2.45,2005,3,1
2.64,2011,4,1
2.43,1991,2,2
3.08,1979,2,2
3.22,1981,3,2
2.69,1985,3,1
2.63,2015,4,2
3.11,1962,4,1
2.98,1975,1,2
3.07,1972,4,2
3.11,1966,3,2
2.58,2020,3,1
2.78,1989,1,1
3.09,1973,3,1
3.05,1968,3,1
3.16,1963,4,1
2.47,2001,4,2
3.18,1967,4,1
3.41,1972,4,2
2.51,2007,1,2
2.72,1994,2,2
2.46,1993,3,1
2.53,1999,2,2
2.67,2002,4,1
2.89,1972,4,1
2.5,1985,4,1
2.69,1994,1,2
3.26,1972,3,1
2.8,1964,2,1
3.22,1975,3,2
3.15,1970,1,1
2.56,2017,2,2
3.02,1964,2,2
2.36,2002,1,1
2.99,1970,2,2
2.96,1970,1,1
2.99,1960,3,1
2.9,1977,1,1
2.96,1978,2,1
2.48,1997,3,2
3.01,1971,4,1
3.29,1964,2,2
3.01,1970,3,2
3.17,1970,2,1
2.97,1961,1,1
3.14,1976,1,2
3.16,1977,1,1
2.63,1996,2,1
2.6,2007,2,1
2.68,2000,2,2
3.07,1979,3,1
2.92,1982,4,2
2.27,1982,3,1
2.33,1987,2,1
3.31,1980,3,2
2.85,1974,3,2
3.06,1970,2,1
2.93,1971,2,1
2.55,2005,1,1
2.48,2017,3,2
3.2,1974,1,1
2.47,1985,4,2
3.2,1978,4,2
2.63,1990,1,1
3.19,1975,3,2
2.53,1993,4,2
3,1976,3,1
3.06,1961,3,2
3.16,1972,3,1
2.28,1994,3,2
2.83,1980,1,2
3.26,1967,2,2
3.31,1979,4,2
3.07,1974,3,2
2.98,1961,4,2
3.09,1962,3,1
3.16,1974,4,2
3.05,1963,4,2
2.71,1986,3,2
3.13,1972,2,2
2.62,1983,2,2
3,1982,3,1
2.85,1970,2,1
2.42,2007,2,1
3.16,1963,1,1
3.22,1981,1,1
2.8,1973,1,1
3.09,1962,2,1
3.19,1975,1,2
2.39,1988,1,2
2.55,1997,4,1
3.08,1964,2,2
2.82,1971,2,1
2.71,1988,3,1
2.87,1960,1,2
3.25,1971,3,1
3.02,1962,1,2
3.05,1962,2,2
2.81,1965,2,1
3.05,1976,3,1
2.85,1967,2,2
3.04,1974,2,1
3,1982,4,2
3.1,1967,3,1
2.79,1990,4,2
3.33,1963,1,2
3.16,1962,4,1
2.5,1983,2,2
2.94,1974,3,2
2.93,1962,3,2
3.11,1971,3,2
2.66,1984,3,1
3.04,1973,1,1
2.69,2004,2,1
3,1961,3,2
3.16,1961,4,1
2.82,1972,2,1
3.1,1972,3,1
3.14,1979,4,2
3.11,1970,3,2
2.76,1986,3,1
2.58,1992,2,2
3.1,1971,4,1
2.95,1975,3,1
2.85,1970,1,2
3.25,1982,4,1
2.45,2016,3,2
2.75,2006,1,1
2.92,1969,1,2
2.64,1985,1,2
3.02,1976,3,2
3.1,1969,1,1
2.7,2001,4,2
2.7,2013,2,1
2.44,2018,2,2
2.88,1976,4,1
2.67,1999,3,2
2.95,1979,2,1
3.05,1973,1,2
3.17,1970,2,1
3.05,1962,4,1
2.88,1969,4,1
2.43,2017,1,1
2.72,1993,1,1
3,1968,2,2
2.75,1982,2,1
3.12,1977,1,2
3.02,1962,4,2
2.95,1961,4,1
2.6,1987,3,2
3.53,1976,4,2
2.87,1975,1,1
3.13,1974,1,2
3.09,1966,4,2
2.57,1991,4,2
2.64,1990,4,2
3.13,1973,2,2
3.05,1975,2,1
2.96,1975,4,2
2.54,1992,1,2
2.94,1970,3,1
2.92,1973,3,1
3.04,1980,4,2
3.19,1962,2,2
2.65,1996,2,2
3.1,1969,1,2
3.07,1970,3,1
3.05,1963,4,2
3.1,1974,3,2
3.04,1973,1,2
3,1966,3,2
2.95,1978,2,1
2.66,2018,4,1
3.14,1977,1,2
2.63,2003,3,2
2.61,1984,4,2
2.74,2019,4,2
3.13,1971,2,2
3,1979,1,2
2.55,1984,1,1
2.87,1974,1,1
3.24,1969,4,2
3.18,1979,2,1
2.8,1961,4,2
2.9,1982,2,2
2.91,1965,4,2
2.51,2012,3,1
3.13,1975,1,2
2.95,1979,1,2
3.11,1961,3,2
2.68,1995,1,2
2.95,1971,3,1
3.12,1974,4,1
2.64,1998,1,2
3.04,1968,3,1
2.39,2017,1,1
2.58,2016,3,2
2.6,2008,4,2
2.9,1965,3,1
3.03,1972,4,2
3.3,1961,4,1
2.98,1977,1,1
3.05,1966,1,2
3.05,1961,3,2
3.18,1979,3,1
3.15,1964,1,2
2.99,1975,4,1
3.15,1976,4,1
2.87,1962,2,1
2.87,1961,1,2
2.98,1977,2,1
3.07,1964,2,2
3.05,1978,3,1
3.19,1964,4,2
2.58,2014,1,2
3,1961,4,2
3.13,1964,3,1
2.64,1994,3,2
3.05,1972,1,1
2.76,1985,3,2
3.13,1969,3,1
3,1962,3,2
2.62,2003,4,2
3.35,1980,4,1
2.45,2010,3,1
2.5,2011,4,1
2.82,1974,3,1
2.54,2007,3,1
2.57,1989,1,1
2.94,1969,4,2
2.67,1989,1,2
2.96,1980,2,1
2.9,1979,1,2
2.92,1974,3,1
3.16,1974,1,2
2.63,1995,2,2
3.02,1970,2,1
2.66,2010,3,1
2.55,1993,4,1
2.97,1962,3,1
3.12,1974,3,2
2.17,1996,2,2
2.24,1985,1,2
2.55,1996,1,2
3.27,1971,2,2
3.06,1964,4,2
2.41,1996,1,2
2.93,1970,1,1
2.66,2017,3,2
3.36,1977,3,2
2.83,1982,3,1
2.69,2003,4,1
2.94,1975,3,1
3,1976,3,2
3.28,1972,4,2
2.24,2007,3,2
3.34,1981,2,2
2.8,1977,1,2
2.57,1994,1,1
2.49,2005,2,1
2.99,1967,1,1
3.36,1978,4,1
2.95,1963,2,1
2.63,2016,1,1
3.18,1962,4,1
3.26,1972,3,1
2.75,2019,1,1
2.56,2010,2,1
2.75,2004,1,1
2.65,2000,1,1
3.2,1971,1,1
3.26,1980,1,1
3.29,1972,2,1
3,1976,1,2
2.72,1991,2,1
2.93,1979,3,1
3.1,1976,3,1
2.73,1984,1,2
2.91,1966,2,2
2.99,1979,4,1
2.74,1988,4,1
2.86,1977,4,1
2.65,2007,4,2
2.57,1989,2,2
3.13,1980,3,1
2.46,2016,1,1
3.08,1970,4,1
3.21,1965,1,1
3.05,1982,2,2
2.33,2018,3,1
2.55,2016,4,1
2.35,2007,4,1
3.06,1970,2,2
2.44,2002,4,1
3.04,1973,3,1
2.72,1991,4,1
2.91,1965,4,1
3.49,1981,2,1
3.17,1980,4,1
2.69,1997,3,2
2.96,1960,1,1
3.02,1977,2,1
2.45,2006,3,1
2.42,2000,3,2
3.2,1973,3,2
2.94,1965,3,1
3.41,1979,3,1
3.17,1974,2,2
3.1,1960,1,2
3.34,1975,3,2
2.97,1965,1,1
2.89,1966,3,1
2.95,1967,1,2
2.81,1981,2,2
2.7,1991,2,2
3.03,1966,3,1
2.99,1978,2,2
3.02,1963,2,1
2.87,1980,2,1
3.11,1981,4,1
3.1,1981,2,1
2.87,1967,3,2
3.24,1966,4,1
2.67,1996,1,2
3.04,1982,4,2
3.01,1965,3,1
2.97,1977,2,1
2.8,1973,3,1
2.6,2008,4,2
2.88,1982,4,1
2.18,1989,1,1
3.37,1979,3,1
2.46,1994,2,1
3,1974,3,1
2.93,1962,3,2
2.79,1998,2,2
2.98,1976,3,1
2.86,1973,1,2
2.88,1981,1,1
2.68,2004,3,2
2.62,2009,1,1
2.6,2006,1,2
3.07,1964,4,2
2.7,1992,2,1
3.33,1966,2,1
2.26,2012,2,2
3.1,1966,1,1
3.12,1978,3,1
3.2,1979,1,1
2.63,1984,4,2
2.82,1972,4,2
3.05,1960,4,2
3.23,1976,3,1
3.09,1964,3,2
2.95,1960,2,2
2.68,2010,4,2
3.16,1968,4,2
2.93,1965,2,1
2.85,1960,3,2
2.74,2001,4,1
2.47,1998,4,1
2.93,1961,1,1
3.23,1971,2,2
2.91,1974,1,2
2.99,1981,2,1
2.48,2006,3,1
2.53,1993,4,1
2.82,1982,1,1
3.06,1963,1,2
2.83,1971,3,1
3.14,1980,1,1
2.64,1995,2,1
2.49,2007,2,1
2.61,1987,4,1
3.11,1972,4,1
2.8,1979,2,2
2.56,1983,2,1
2.81,1976,1,1
2.62,2009,3,2
2.63,1982,3,1
2.94,1962,4,2
3.11,1963,2,1
2.92,1967,4,1
2.87,1960,1,1
2.96,1967,1,1
3.06,1960,2,1
3,1971,3,2
2.88,1976,2,1
3.11,1974,3,1
3.37,1969,3,1
3.07,1969,3,1
2.7,2015,3,2
2.45,2004,2,1
2.89,1981,4,2
3.19,1962,3,2
2.95,1962,4,2
3.06,1975,3,2
2.42,2010,1,1
3,1970,3,1
3.15,1963,1,2
3.16,1970,3,1
3,1980,4,2
2.36,1982,1,1
3.14,1962,1,2
3.17,1965,3,1
2.84,1982,2,1
2.54,1984,3,1
2.78,1982,1,1
2.5,1994,3,1
3.32,1978,1,1
2.85,1981,1,1
3.02,1973,4,2
3.05,1961,3,1
2.99,1979,1,2
2.97,1975,1,1
3.03,1980,2,2
3.35,1982,4,1
3,1971,2,2
3.28,1975,3,2
3.38,1971,1,2
2.91,1977,2,2
3.09,1965,2,1
2.85,1969,4,2
3.27,1967,1,2
2.68,1990,3,2
2.65,2009,4,2
3.05,1962,2,2
3.25,1972,2,1
2.8,1962,4,2
3.24,1972,2,1
2.92,1970,2,2
3.03,1972,1,1
2.63,2017,3,1
2.94,1961,1,1
3.08,1964,2,1
2.9,1978,4,1
2.93,1969,2,1
3.03,1979,1,2
3.07,1979,4,1
2.96,1972,3,2
2.84,1971,4,1
3.09,1968,3,1
3.06,1961,2,1
2.8,1977,4,1
2.79,1993,3,2
3.05,1961,1,2
3.19,1980,3,2
2.89,1965,4,1
2.93,1976,2,2
2.58,1982,4,1
3.2,1972,4,1
2.67,2004,1,2
2.59,2008,1,2
2.77,1999,2,1
2.66,1986,1,2
2.44,1990,4,1
2.63,2000,1,1
2.55,2002,1,1
3.03,1976,4,1
2.67,1998,3,2
3.07,1975,4,1
2.68,2014,2,2
2.65,1987,1,1
3.14,1961,4,2
3.32,1966,4,1
3.31,1968,2,1
2.9,1976,3,2
3.15,1968,3,2
2.82,1969,1,2
3.19,1978,1,2
3.04,1967,3,2
3.13,1979,3,1
2.74,1983,4,2
3.16,1970,4,2
2.95,1969,4,1
2.6,2010,2,2
2.62,1998,4,1
2.76,2006,4,2
3.14,1961,1,2
3.01,1980,4,1
3.17,1965,1,2
2.32,1989,4,1
2.67,2000,4,2
3.3,1969,2,2
2.56,1986,3,1
3.05,1971,3,1
2.67,2004,2,1
3.22,1971,1,1
3.03,1978,3,2
2.89,1961,3,1
3.19,1982,4,1
2.44,1984,1,1
2.94,1978,3,2
2.63,1990,4,1
2.8,1967,3,2
2.95,1963,1,1
3.2,1975,3,2
3.27,1977,1,2
3.35,1973,3,1
2.6,2009,1,2
2.56,1984,1,1
2.94,1963,4,1
3.17,1982,4,2
2.54,1985,4,1
2.45,2008,1,2
2.83,1974,4,1
2.98,1962,2,2
3.01,1968,4,1
2.9,1967,2,1
2.63,1990,2,2
3.42,1962,2,2
3.36,1969,1,1
3.39,1979,2,2
3.03,1980,2,2
2.87,1969,2,1
2.92,1961,2,1
2.97,1964,3,1
3.3,1971,4,2
3.06,1966,1,1
3.11,1963,2,2
3.03,1978,3,1
2.54,2002,2,1
2.51,2002,2,1
3.1,1971,4,1
2.49,1982,4,2
3.14,1965,1,1
3.04,1982,4,2
2.91,1960,3,2
3.08,1974,4,1
2.55,2018,1,2
2.55,2014,4,1
2.9,1964,4,2
3,1960,2,1
2.9,1971,1,2
3.13,1978,1,2
2.26,2007,1,1
2.4,1995,3,1
2.65,1987,2,2
3.05,1968,4,1
2.87,1967,3,2
2.97,1977,1,1
3.09,1969,2,1
2.59,2016,3,1
3.1,1969,4,2
3.01,1977,1,2
2.75,1987,2,2
2.49,1998,3,2
3.25,1970,1,1
2.74,2004,2,2
3.24,1972,1,1
2.8,1960,1,1
2.3,2009,1,2
3.15,1976,4,2
2.91,1982,4,1
3.07,1976,1,1
2.47,2001,1,1
3.21,1980,3,2
2.86,1968,4,2
2.61,2002,2,1
2.45,2000,4,2
3.02,1975,2,2
3,1972,1,2
2.97,1965,3,1
3.02,1962,1,1
2.66,2017,2,2
3.37,1980,4,2
3.02,1969,1,1
3.08,1979,4,2
3.13,1961,4,1
2.51,1985,1,2
2.47,1994,2,2
2.99,1961,4,2
3.34,1960,1,1
2.61,1987,1,1
2.97,1978,2,1
2.73,2001,2,2
3.12,1972,1,2
3.06,1979,4,1
2.94,1970,1,2
2.38,1993,4,1
2.86,1980,2,2
3.34,1981,1,1
2.96,1961,2,1
2.94,1960,3,2
3.33,1978,3,2
2.98,1972,4,2
2.42,1983,1,1
2.9,1980,2,1
2.46,2013,4,1
3.03,1977,1,1
3.37,1973,1,1
2.97,1971,2,2
2.48,2011,2,2
3.03,1974,4,1
2.54,1989,3,1
2.82,1982,4,2
2.98,1973,3,2
2.56,2004,4,2
2.66,1992,3,1
3.08,1980,1,1
3.17,1964,1,1
2.82,1963,4,2
3.32,1980,3,2
2.69,2001,1,1
3.31,1960,3,2
2.55,1986,4,2
3.26,1973,4,2
2.81,1982,3,2
3,1964,4,1
2.75,1984,3,1
2.72,2001,3,1
2.41,2020,3,1
3.22,1960,2,1
2.45,2016,1,2
3.09,1966,3,1
3.13,1967,3,2
2.98,1976,1,1
2.84,1967,3,1
2.96,1975,4,1
3.04,1964,1,1
2.98,1981,2,1
2.64,2014,1,2
2.77,2010,3,1
3.09,1976,3,2
3.29,1969,3,1
3.14,1975,2,1
2.92,1960,3,1
2.64,1986,4,1
3,1962,1,1
3.03,1973,2,2
3.09,1981,3,1
2.92,1981,2,2
2.98,1980,1,2
2.91,1967,2,1
2.74,1991,1,2
2.48,2000,1,2
3.15,1970,3,1
3.19,1979,1,1
2.52,1994,2,1
2.82,1970,2,1
2.61,2012,4,1
2.89,1963,2,1
2.81,1977,2,1
2.84,1961,3,1
2.8,1965,4,1
3.25,1973,3,1
3.06,1982,4,2
3.08,1975,4,1
2.98,1977,3,2
3.29,1966,4,1
2.91,1967,4,2
2.7,2000,2,1
3.01,1979,4,1
2.69,1988,4,1
2.45,2013,3,2
2.59,1999,2,1
2.94,1978,4,2
3.11,1963,4,2
3.12,1965,1,1
2.43,2007,4,2
3.05,1967,4,1
2.62,2017,2,1
2.85,1982,3,2
2.77,2008,4,1
2.95,1977,4,1
3.15,1960,1,2
2.84,1982,3,2
3.2,1982,2,2
2.85,1967,3,2
2.8,1976,4,2
3.41,1974,1,1
3.53,1982,3,2
2.72,2020,4,2
3.33,1978,3,2
2.4,1990,1,2
3.19,1972,1,1
2.83,1960,1,1
3.01,1964,4,1
3.18,1971,4,2
2.55,1991,1,2
2.42,1985,2,2
2.51,1996,3,1
2.92,1971,3,1
2.88,1968,4,1
3.17,1982,1,1
3.01,1980,1,1
2.79,1989,3,2
2.48,2001,4,2
3.12,1982,3,2
2.99,1965,1,1
3.22,1967,4,1
2.89,1973,1,2
2.35,1999,1,2
2.62,2010,3,1
3.1,1980,3,1
2.93,1979,2,1
3.12,1981,1,1
2.78,1995,4,2
2.87,1964,2,1
3.22,1963,2,1
2.56,2009,3,1
2.87,1964,3,1
2.5,1992,1,1
2.44,1982,2,1
3.27,1973,4,2
3.23,1968,1,2
2.68,2002,4,2
2.65,2013,3,1
2.76,2000,2,2
3.13,1965,3,1
3.08,1971,1,1
3.08,1968,2,1
2.93,1974,2,1
2.96,1982,4,1
3.24,1973,1,2
2.65,2000,2,2
3.14,1972,4,2
2.8,1962,4,2
2.62,1999,4,2
3.02,1982,3,1
3.15,1977,4,1
3.17,1960,2,1
2.97,1973,2,2
2.75,1994,2,1
2.84,1964,1,1
2.83,1982,4,2
2.73,1991,4,1
3.19,1968,1,1
3.38,1965,2,1
2.76,2010,1,2
2.48,1985,4,2
2.56,2019,4,1
2.59,2012,1,1
2.64,2006,3,1
2.51,2016,4,1
2.97,1968,2,1
3.14,1964,4,2
3.31,1973,4,1
3.21,1960,2,2
3.32,1972,4,1
2.99,1980,2,1
2.86,1972,4,2
2.74,1982,4,2
3.29,1972,4,1
2.87,1972,4,1
2.75,2012,2,1
2.75,2008,1,2
3.05,1980,4,1
2.85,1976,2,1
2.86,1974,2,1
2.89,1965,4,1
2.89,1970,2,1
3.11,1974,1,2
3.21,1967,1,2
2.66,1996,1,1
2.43,1986,4,1
2.95,1973,4,1
3.04,1963,3,1
3.07,1962,1,1
2.9,1967,4,2
2.52,2008,1,1
2.53,2011,3,2
2.64,2007,1,1
3.14,1974,4,1
2.58,1984,2,2
2.75,2020,4,2
2.76,2020,3,1
3.39,1969,4,2
3.06,1966,4,2
2.87,1971,2,2
2.5,2017,3,2
3.24,1963,2,2
2.94,1973,2,1
3.15,1976,3,1
2.63,1997,4,1
2.83,1973,1,2
2.91,1972,3,1
3.19,1971,2,1
2.44,1999,1,2
3.08,1963,4,1
2.82,1981,3,1
2.7,2014,2,1
2.57,2003,3,1
2.43,1990,3,2
2.29,2008,3,2
3.08,1978,4,2
3.12,1970,4,1
3.23,1963,4,1
2.62,2018,1,1
3.17,1964,4,1
2.95,1980,4,1
2.92,1970,3,2
2.47,1987,4,1
2.87,1962,1,2
2.55,2008,3,1
3.03,1980,4,1
3.08,1978,4,2
3.19,1960,2,1
2.64,1991,1,2
2.97,1975,4,1
2.45,2003,4,2
2.63,1997,1,2
2.55,2019,2,1
2.94,1962,4,1
2.96,1980,4,1
2.99,1977,1,1
2.65,2013,2,1
2.26,1996,4,2
3.08,1963,2,1
2.59,1988,1,1
2.59,1986,2,2
2.67,1985,1,2
2.75,2005,4,1
2.94,1961,2,1
2.92,1980,3,1
3.25,1962,1,2
2.41,1992,3,1
3.04,1962,3,2
2.91,1979,4,1
2.49,2006,2,1
3.03,1981,1,1
2.83,1963,2,1
2.76,1986,1,2
3.07,1982,4,2
2.95,1968,1,1
2.66,1985,4,1
2.23,2018,4,1
3.14,1982,3,2
2.58,2020,4,1
3,1971,1,1
2.97,1960,2,2
3.2,1967,3,2
2.43,1996,1,1
2.61,1999,3,2
3.24,1966,4,2
3.05,1981,2,1
2.37,1998,1,1
2.76,1988,2,1
3.17,1971,2,2
2.92,1973,2,1
3.15,1969,3,2
2.84,1975,1,1
2.6,2015,1,1
2.71,2001,2,2
3.13,1979,1,2
2.84,1962,2,1
2.86,1962,4,2
3.04,1961,2,2
3.1,1972,2,2
3.14,1972,3,1
2.82,1969,3,1
2.87,1962,2,1
3.28,1964,4,2
3.21,1965,3,1
2.88,1978,1,2
3.03,1966,3,2
2.5,1989,4,2
2.73,1982,2,1
2.98,1976,4,2
3.43,1965,4,2
3.32,1982,2,2
3.06,1982,1,1
2.72,1985,4,2
3.14,1972,3,2
2.92,1973,1,2
3.06,1962,1,2
2.99,1964,4,1
2.92,1980,2,2
2.7,2016,1,1
3.01,1977,3,1
3.17,1962,2,1
3.23,1975,3,1
3.16,1972,2,2
2.69,1992,4,2
3.23,1972,1,1
3.62,1970,2,1
2.57,2012,4,2
3.02,1975,1,1
2.91,1964,2,2
2.55,2007,3,1
3.12,1966,3,1
3.05,1971,2,2
2.27,1996,4,2
2.58,1990,4,2
2.76,2011,4,2
2.86,1982,1,2
3.12,1979,2,1
2.61,1994,1,2
2.82,1982,2,1
2.59,1985,2,2
2.81,1972,3,1
3.16,1976,2,1
2.59,1987,4,2
2.63,2003,1,1
